0/0	0:00:03
0/0	0:05:03
0/0	0:10:03
0/0	0:15:03
0/0	0:20:03
0/0	0:25:03
0/0	0:30:03
0/0	0:35:03
0/0	0:40:03
0/0	0:45:03
0/0	0:50:03
0/0	0:55:03
0/0	1:00:03
0/0	1:05:03
0/0	1:10:03
0/0	1:15:03
0/0	1:20:03
0/0	1:25:03
0/0	1:30:03
0/0	1:35:03
0/0	1:40:03
0/0	1:45:03
0/0	1:50:03
0/0	1:55:03
0/0	2:00:03
0/0	2:05:03
0/0	2:10:03
0/0	2:15:03
0/0	2:20:03
0/0	2:25:03
0/0	2:30:03
0/0	2:35:03
0/0	2:40:03
0/0	2:45:03
0/0	2:50:03
0/0	2:55:03
0/0	3:00:03
0/0	3:05:03
0/0	3:10:03
0/0	3:15:03
0/0	3:20:03
0/0	3:25:03
0/0	3:30:03
0/0	3:35:03
0/0	3:40:03
0/0	3:45:03
0/0	3:50:03
0/0	3:55:03
0/0	4:00:03
0/0	4:05:03
0/0	4:10:03
0/0	4:15:03
0/0	4:20:03
0/0	4:25:03
0/0	4:30:03
0/0	4:35:03
0/0	4:40:03
0/0	4:45:03
0/0	4:50:03
0/0	4:55:03
0/0	5:00:03
0/0	5:05:03
0/0	5:10:03
0/0	5:15:03
0/0	5:20:03
0/0	5:25:03
0/0	5:30:03
0/0	5:35:03
0/0	5:40:03
0/0	5:45:03
0/0	5:50:03
0/0	5:55:03
0/0	6:00:03
0/0	6:05:03
0/0	6:10:03
0/0	6:15:03
0/0	6:20:03
0/0	6:25:03
0/0	6:30:03
0/0	6:35:03
0/0	6:40:03
0/0	6:45:03
0/0	6:50:03
0/0	6:55:03
0/0	7:00:03
0/0	7:05:03
0/0	7:10:04
0/0	7:15:04
0/0	7:20:04
0/0	7:25:04
0/0	7:30:04
0/0	7:35:04
0/0	7:40:04
0/0	7:45:04
0/0	7:50:04
0/0	7:55:04
0/0	8:00:04
0/0	8:05:04
0/0	8:10:04
0/0	8:15:04
0/0	8:20:04
0/0	8:25:04
0/0	8:30:04
0/0	8:35:04
0/0	8:40:04
0/0	8:45:04
0/0	8:50:04
0/0	8:55:04
0/0	9:00:04
0/0	9:05:04
0/0	9:10:04
0/0	9:15:04
0/0	9:20:04
0/0	9:25:04
0/0	9:30:04
0/0	9:35:04
0/0	9:40:04
0/0	9:45:04
0/0	9:50:04
0/0	9:55:04
0/0	10:00:04
0/0	10:05:04
0/0	10:10:04
0/0	10:15:04
0/0	10:20:04
0/0	10:25:04
0/0	10:30:04
0/0	10:35:04
0/0	10:40:04
0/0	10:45:04
0/0	10:50:04
0/0	10:55:04
0/0	11:00:04
0/0	11:05:04
0/0	11:10:04
0/0	11:15:04
0/0	11:20:04
0/0	11:25:04
0/0	11:30:04
0/0	11:35:04
0/0	11:40:04
0/0	11:45:04
0/0	11:50:04
0/0	11:55:04
0/0	12:00:04
0/0	12:05:04
0/0	12:10:04
0/0	12:15:04
0/0	12:20:04
0/0	12:25:04
0/0	12:30:04
0/0	12:35:04
0/0	12:40:04
0/0	12:45:04
0/0	12:50:04
0/0	12:55:04
0/0	13:00:04
0/0	13:05:04
0/0	13:10:04
0/0	13:15:04
0/0	13:20:04
0/0	13:25:04
0/0	13:30:04
0/0	13:35:04
0/0	13:40:04
0/0	13:45:04
0/0	13:50:04
0/0	13:55:04
0/0	14:00:04
0/0	14:05:04
0/0	14:10:04
0/0	14:15:04
2/2	14:20:04
2/2	14:25:04
2/2	14:30:04
0/2	14:35:04
0/0	14:40:04
0/0	14:45:04
0/0	14:50:04
0/0	14:55:04
0/0	15:00:04
0/0	15:05:04
0/0	15:10:04
0/0	15:15:04
0/0	15:20:04
0/0	15:25:04
0/0	15:30:04
2/2	15:35:04
2/2	15:40:04
0/0	15:49:01
0/0	15:54:01
2/2	15:59:01
1/2	16:04:01
1/1	16:09:01
1/1	16:14:01
0/1	16:19:01
0/0	16:24:01
